zip,compid,compname,comrate,indrate,resrate
14502,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
61755,03252,Central Illinois Light Co.,65.82,52,69.39
17540,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
95932,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
55129,13781,Northern States Power Co.,69.79,57.42,89.95
60915,04110,Commonwealth Edison Co.,76.48,55.66,86.59
44637,14006,Ohio Power Co.,63.8,43.58,75.25
25630,00733,Appalachian Power Co.,52.6,36.59,58.52
02655,04089,Commonwealth Electric Co.,172.95,163.03,195.27
63069,19436,Union Electric Co.,56.56,41.72,69.64
53057,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
19050,14940,PECO Energy Co.,121.2,81.88,139.07
12154,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
56360,13781,Northern States Power Co.,69.79,57.42,89.95
18820,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
81251,15466,PSC of Colorado,74.07,58.3,88.42
79519,20404,AEP Texas North Co.,0,0,0
24085,00733,Appalachian Power Co.,52.6,36.59,58.52
58748,14232,Otter Tail Power Co.,64.49,50.72,74.26
44455,13998,Ohio Edison Co.,100.63,59.53,104.78
15122,05487,Duquesne Light Co.,88.77,83.03,104.34
71652,00814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
29145,17539,South Carolina Electric & Gas Co.,78.48,50.81,98.64
63107,19436,Union Electric Co.,56.56,41.72,69.64
45338,04922,Dayton Power & Light Co.,75.88,63.79,94.01
45353,04922,Dayton Power & Light Co.,75.88,63.79,94.01
38643,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
46231,15470,"Duke Energy Indiana, Inc.",66.42,49.77,81.92
28669,05416,Duke Power Co.,63.62,44.52,78.13
48750,04254,Consumers Energy Co.,84.9,65.38,95.35
44017,03755,Cleveland Electric Illuminating Co.,111.47,66.68,107.92
98059,15500,"Puget Sound Energy, Inc.",80.14,75.83,74.95
78344,03278,AEP Texas Central Co.,0,0,0
12136,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
06412,04176,Connecticut Light & Power Co.,148.18,124.12,174.86
71260,00814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
49233,04254,Consumers Energy Co.,84.9,65.38,95.35
16864,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
71006,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
85083,00803,Arizona Public Service Co.,87.13,61.11,98.47
03841,04148,"Unitil Energy Systems, Inc.",0,0,0
95377,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
02827,13214,Narragansett Electric Co.,136.93,127.63,150.98
77855,A3483,Oncor Electric Delivery Co.,0,0,0
03042,15472,PSC of New Hampshire,136.75,128.88,151.42
81133,15466,PSC of Colorado,74.07,58.3,88.42
29834,17539,South Carolina Electric & Gas Co.,78.48,50.81,98.64
98499,15500,"Puget Sound Energy, Inc.",80.14,75.83,74.95
14775,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
14724,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
95032,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
29432,17539,South Carolina Electric & Gas Co.,78.48,50.81,98.64
48430,05109,Detroit Edison Co.,85.32,59.4,102.07
39525,12686,Mississippi Power Co.,81.56,51.04,101.26
15345,20387,West Penn Power Co.,61.26,47.16,71.66
30314,07140,Georgia Power Co.,76.3,54.04,88.77
50539,09162,Interstate Power & Light Co.,0,0,0
96768,11843,"Maui Electric Co., Ltd.",284.49,248.54,280.46
07974,09726,Jersey Central Power & Light Co.,121.26,113.99,126.4
18370,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
29547,03046,Carolina Power & Light Co.,74.34,57.46,90.23
71282,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
53235,20847,Wisconsin Electric Power Co.,89.44,58.91,106.79
24526,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
46986,15470,"Duke Energy Indiana, Inc.",66.42,49.77,81.92
18064,12390,Metropolitan Edison Co.,82.19,64.62,93.56
65679,00814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
96063,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
72015,00814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
03748,26510,Granite State Electric Co.,106.11,104.12,125.3
14504,16183,Rochester Gas & Electric Corp.,112.31,81.74,117.07
79096,17718,Southwestern Public Service Co.,76.73,54.1,82.84
31044,07140,Georgia Power Co.,76.3,54.04,88.77
92397,17609,Southern California Edison Co.,144.53,119.66,157.72
27325,03046,Carolina Power & Light Co.,74.34,57.46,90.23
97358,14354,PacifiCorp.,59.39,40.36,69.43
91307,17609,Southern California Edison Co.,144.53,119.66,157.72
76470,A3483,Oncor Electric Delivery Co.,0,0,0
81505,15466,PSC of Colorado,74.07,58.3,88.42
45377,04922,Dayton Power & Light Co.,75.88,63.79,94.01
64505,12698,Aquila Inc.,68.63,52.06,84.81
61088,04110,Commonwealth Edison Co.,76.48,55.66,86.59
95076,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
53019,20847,Wisconsin Electric Power Co.,89.44,58.91,106.79
48386,05109,Detroit Edison Co.,85.32,59.4,102.07
40360,10171,Kentucky Utilities Co.,57.83,45.19,60.29
18654,19390,"UGI Utilities, Inc.",90.78,75.54,94.85
29697,05416,Duke Power Co.,63.62,44.52,78.13
49755,04254,Consumers Energy Co.,84.9,65.38,95.35
61844,03252,Central Illinois Light Co.,65.82,52,69.39
02459,01998,Boston Edison Co.,193.53,199.87,201.75
03837,15472,PSC of New Hampshire,136.75,128.88,151.42
93551,17609,Southern California Edison Co.,144.53,119.66,157.72
24991,00733,Appalachian Power Co.,52.6,36.59,58.52
67442,22500,Westar Energy Inc.,0,0,0
06103,04176,Connecticut Light & Power Co.,148.18,124.12,174.86
18925,14940,PECO Energy Co.,121.2,81.88,139.07
79560,20404,AEP Texas North Co.,0,0,0
51345,09162,Interstate Power & Light Co.,0,0,0
39474,12686,Mississippi Power Co.,81.56,51.04,101.26
44843,13998,Ohio Edison Co.,100.63,59.53,104.78
59714,12825,"Clark Fork & Blackfoot, LLC",83.97,62.87,89.42
35958,07140,Georgia Power Co.,76.3,54.04,88.77
20817,15270,Potomac Electric Power Co.,116.6,0,116.65
48174,05109,Detroit Edison Co.,85.32,59.4,102.07
46250,15470,"Duke Energy Indiana, Inc.",66.42,49.77,81.92
17128,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
04456,03266,Central Maine Power Co.,129.63,0,144.58
22306,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
71858,00814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
18702,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
26222,12796,Monongahela Power Co.,59.39,41.09,72.5
93667,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
62421,03253,Central Illinois Public Services Co.,63.43,39.23,72.64
33406,06452,Florida Power & Light Co.,106.06,88.71,119
29924,17539,South Carolina Electric & Gas Co.,78.48,50.81,98.64
51631,12341,MidAmerican Energy Co.,65.04,40.61,86.15
62995,03253,Central Illinois Public Services Co.,63.43,39.23,72.64
64112,10000,Kansas City Power & Light Co.,60.27,46.48,71
86017,00803,Arizona Public Service Co.,87.13,61.11,98.47
06883,04176,Connecticut Light & Power Co.,148.18,124.12,174.86
45368,04922,Dayton Power & Light Co.,75.88,63.79,94.01
60946,04110,Commonwealth Edison Co.,76.48,55.66,86.59
61044,04110,Commonwealth Edison Co.,76.48,55.66,86.59
46320,13756,Northern Indiana Public Service Co.,95.85,54.02,108.75
76311,A3483,Oncor Electric Delivery Co.,0,0,0
16239,20387,West Penn Power Co.,61.26,47.16,71.66
26866,15263,Potomac Edison Co.,80.14,52.31,69.2
27045,05416,Duke Power Co.,63.62,44.52,78.13
64843,05860,Empire District Electric Co.,74.74,56.59,83.94
18322,12390,Metropolitan Edison Co.,82.19,64.62,93.56
15774,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
81155,15466,PSC of Colorado,74.07,58.3,88.42
70570,07806,"Entergy Gulf States, Inc.",100.28,76.33,110.31
49027,09324,Indiana Michigan Power Co.,60.17,43.52,67.29
04450,03266,Central Maine Power Co.,129.63,0,144.58
26257,12796,Monongahela Power Co.,59.39,41.09,72.5
48847,04254,Consumers Energy Co.,84.9,65.38,95.35
62216,09208,Illinois Power Co.,73.39,46.63,77.12
30021,07140,Georgia Power Co.,76.3,54.04,88.77
52772,09162,Interstate Power & Light Co.,0,0,0
58428,12819,Montana Dakota Utilities Co.,0,0,0
94021,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
49406,04254,Consumers Energy Co.,84.9,65.38,95.35
04843,03266,Central Maine Power Co.,129.63,0,144.58
02833,13214,Narragansett Electric Co.,136.93,127.63,150.98
75074,A3483,Oncor Electric Delivery Co.,0,0,0
17088,12390,Metropolitan Edison Co.,82.19,64.62,93.56
55340,13781,Northern States Power Co.,69.79,57.42,89.95
05149,03292,Central Vermont Public Service Corp.,117.59,81.45,129.78
89141,13407,Nevada Power Co.,98.43,86.03,108
03780,15472,PSC of New Hampshire,136.75,128.88,151.42
28690,05416,Duke Power Co.,63.62,44.52,78.13
54480,13780,Northern States Power Co. Wisconsin,72.11,53.77,92.67
27407,05416,Duke Power Co.,63.62,44.52,78.13
33135,06452,Florida Power & Light Co.,106.06,88.71,119
16223,20387,West Penn Power Co.,61.26,47.16,71.66
04063,03266,Central Maine Power Co.,129.63,0,144.58
01225,11804,Massachusetts Electric Co.,160.29,159.57,154.32
05851,03292,Central Vermont Public Service Corp.,117.59,81.45,129.78
34203,06452,Florida Power & Light Co.,106.06,88.71,119
95935,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
17120,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
79373,17718,Southwestern Public Service Co.,76.73,54.1,82.84
54762,13780,Northern States Power Co. Wisconsin,72.11,53.77,92.67
97116,15248,Portland General Electric Co.,75.02,58.26,82.88
07501,15477,Public Service Electric and Gas Co.,112.66,78.12,127.91
01247,07601,Green Mountain Power Corp.,109.59,75.73,132.56
93117,17609,Southern California Edison Co.,144.53,119.66,157.72
88310,05701,El Paso Electric Co.,102.73,68.45,120.86
15018,20387,West Penn Power Co.,61.26,47.16,71.66
63766,19436,Union Electric Co.,56.56,41.72,69.64
40067,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
48457,04254,Consumers Energy Co.,84.9,65.38,95.35
25036,00733,Appalachian Power Co.,52.6,36.59,58.52
40010,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
46553,13756,Northern Indiana Public Service Co.,95.85,54.02,108.75
33050,06452,Florida Power & Light Co.,106.06,88.71,119
21639,05027,Delmarva Power & Light Co.,103.72,58.26,118.69
16127,14716,Pennsylvania Power Co.,73.87,54.63,82.95
01028,20455,Western Massachusetts Electric Co.,150.81,140.37,160.59
51521,12341,MidAmerican Energy Co.,65.04,40.61,86.15
07830,09726,Jersey Central Power & Light Co.,121.26,113.99,126.4
03840,15472,PSC of New Hampshire,136.75,128.88,151.42
29827,17539,South Carolina Electric & Gas Co.,78.48,50.81,98.64
59106,12825,"Clark Fork & Blackfoot, LLC",83.97,62.87,89.42
73115,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
12167,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
25045,00733,Appalachian Power Co.,52.6,36.59,58.52
98052,15500,"Puget Sound Energy, Inc.",80.14,75.83,74.95
89119,13407,Nevada Power Co.,98.43,86.03,108
31826,07140,Georgia Power Co.,76.3,54.04,88.77
66618,22500,Westar Energy Inc.,0,0,0
16848,20387,West Penn Power Co.,61.26,47.16,71.66
85629,24211,Tucson Electric Power Co.,103.76,65.74,90.9
30516,07140,Georgia Power Co.,76.3,54.04,88.77
87041,15473,Public Service Co. of New Mexico,70.15,47.1,80.38
49055,09324,Indiana Michigan Power Co.,60.17,43.52,67.29
28444,03046,Carolina Power & Light Co.,74.34,57.46,90.23
26206,12796,Monongahela Power Co.,59.39,41.09,72.5
98501,15500,"Puget Sound Energy, Inc.",80.14,75.83,74.95
04623,01179,Bangor Hydro-Electric Co.,0,0,0
14624,16183,Rochester Gas & Electric Corp.,112.31,81.74,117.07
45620,14015,Ohio Valley Electric Corp.,0,62.69,0
29904,17539,South Carolina Electric & Gas Co.,78.48,50.81,98.64
84313,09191,Idaho Power Co.,43.18,34.12,59.12
56172,09162,Interstate Power & Light Co.,0,0,0
08876,09726,Jersey Central Power & Light Co.,121.26,113.99,126.4
59252,12819,Montana Dakota Utilities Co.,0,0,0
19454,14940,PECO Energy Co.,121.2,81.88,139.07
01523,06374,Fitchburg Gas & Electric Light Co.,190.12,176.73,188.77
59404,12825,"Clark Fork & Blackfoot, LLC",83.97,62.87,89.42
95254,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
48235,05109,Detroit Edison Co.,85.32,59.4,102.07
26544,12796,Monongahela Power Co.,59.39,41.09,72.5
60156,04110,Commonwealth Edison Co.,76.48,55.66,86.59
44022,03755,Cleveland Electric Illuminating Co.,111.47,66.68,107.92
32446,06457,Florida Public Utilities Co.,0,0,0
56440,12647,"Minnesota Power, Inc.",62.41,41.45,70.69
66220,10000,Kansas City Power & Light Co.,60.27,46.48,71
12053,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
33765,06455,Florida Power Corp.,95.25,83.1,117.91
58251,13781,Northern States Power Co.,69.79,57.42,89.95
05821,07601,Green Mountain Power Corp.,109.59,75.73,132.56
95651,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
70049,11241,"Entergy Louisiana, Inc.",93.77,63.43,92.2
98292,15500,"Puget Sound Energy, Inc.",80.14,75.83,74.95
79070,17718,Southwestern Public Service Co.,76.73,54.1,82.84
76639,17699,TXU SESCO Co.,0,0,0
54466,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
35475,00195,Alabama Power Co.,81.85,49.23,89.32
16666,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
32224,06452,Florida Power & Light Co.,106.06,88.71,119
30161,07140,Georgia Power Co.,76.3,54.04,88.77
13215,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
43915,14006,Ohio Power Co.,63.8,43.58,75.25
01035,11804,Massachusetts Electric Co.,160.29,159.57,154.32
14714,16183,Rochester Gas & Electric Corp.,112.31,81.74,117.07
55121,13781,Northern States Power Co.,69.79,57.42,89.95
45619,00733,Appalachian Power Co.,52.6,36.59,58.52
30296,07140,Georgia Power Co.,76.3,54.04,88.77
85755,24211,Tucson Electric Power Co.,103.76,65.74,90.9
26101,04062,Columbus Southern Power Co.,68.9,51.29,87.05
07853,09726,Jersey Central Power & Light Co.,121.26,113.99,126.4
54982,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
70458,03265,Cleco Power LLC,103.71,77.5,110.06
25262,00733,Appalachian Power Co.,52.6,36.59,58.52
40383,10171,Kentucky Utilities Co.,57.83,45.19,60.29
54667,13780,Northern States Power Co. Wisconsin,72.11,53.77,92.67
85704,24211,Tucson Electric Power Co.,103.76,65.74,90.9
24941,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
12973,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
43746,14006,Ohio Power Co.,63.8,43.58,75.25
75559,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
63390,19436,Union Electric Co.,56.56,41.72,69.64
30816,07140,Georgia Power Co.,76.3,54.04,88.77
13492,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
06026,04176,Connecticut Light & Power Co.,148.18,124.12,174.86
16844,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
05666,07601,Green Mountain Power Corp.,109.59,75.73,132.56
13063,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
93614,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
92140,16609,San Diego Gas & Electric Co.,144.57,111.44,168.89
85353,00803,Arizona Public Service Co.,87.13,61.11,98.47
39466,12686,Mississippi Power Co.,81.56,51.04,101.26
95117,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
70083,11241,"Entergy Louisiana, Inc.",93.77,63.43,92.2
04010,03266,Central Maine Power Co.,129.63,0,144.58
46733,09324,Indiana Michigan Power Co.,60.17,43.52,67.29
16927,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
82832,12819,Montana Dakota Utilities Co.,0,0,0
23922,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
35221,00195,Alabama Power Co.,81.85,49.23,89.32
15051,20387,West Penn Power Co.,61.26,47.16,71.66
66544,22500,Westar Energy Inc.,0,0,0
74126,15474,PSC of Oklahoma,74.19,58.93,84.1
95014,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
24556,00733,Appalachian Power Co.,52.6,36.59,58.52
64114,10000,Kansas City Power & Light Co.,60.27,46.48,71
85331,00803,Arizona Public Service Co.,87.13,61.11,98.47
99206,20169,Avista Corp.,72.22,45.09,65.6
54137,20860,Wisconsin Public Service Corp.,76.39,46.96,108.51
56304,13781,Northern States Power Co.,69.79,57.42,89.95
08330,00963,Atlantic City Electric Co.,128.04,108.74,137.77
41826,22053,Kentucky Power Co.,67.59,42.47,64.98
67226,10005,"KGE, A Westar Energy Co.",64.39,43.65,76.92
17329,12390,Metropolitan Edison Co.,82.19,64.62,93.56
62354,09162,Interstate Power & Light Co.,0,0,0
16029,20387,West Penn Power Co.,61.26,47.16,71.66
78562,03278,AEP Texas Central Co.,0,0,0
79529,20404,AEP Texas North Co.,0,0,0
52358,12341,MidAmerican Energy Co.,65.04,40.61,86.15
14840,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
93257,17609,Southern California Edison Co.,144.53,119.66,157.72
82835,12819,Montana Dakota Utilities Co.,0,0,0
29130,17539,South Carolina Electric & Gas Co.,78.48,50.81,98.64
36064,00195,Alabama Power Co.,81.85,49.23,89.32
50321,12341,MidAmerican Energy Co.,65.04,40.61,86.15
96142,17166,Sierra Pacific Power Co.,119,96.25,128.65
13830,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
07739,09726,Jersey Central Power & Light Co.,121.26,113.99,126.4
18344,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
14543,16183,Rochester Gas & Electric Corp.,112.31,81.74,117.07
93460,17609,Southern California Edison Co.,144.53,119.66,157.72
52728,12341,MidAmerican Energy Co.,65.04,40.61,86.15
25304,00733,Appalachian Power Co.,52.6,36.59,58.52
71119,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
03771,26510,Granite State Electric Co.,106.11,104.12,125.3
14223,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
43734,14006,Ohio Power Co.,63.8,43.58,75.25
08060,15477,Public Service Electric and Gas Co.,112.66,78.12,127.91
83254,14354,PacifiCorp.,59.39,40.36,69.43
33304,06452,Florida Power & Light Co.,106.06,88.71,119
24283,00733,Appalachian Power Co.,52.6,36.59,58.52
66429,22500,Westar Energy Inc.,0,0,0
28792,03046,Carolina Power & Light Co.,74.34,57.46,90.23
30830,07140,Georgia Power Co.,76.3,54.04,88.77
46350,09324,Indiana Michigan Power Co.,60.17,43.52,67.29
97358,15248,Portland General Electric Co.,75.02,58.26,82.88
54111,20847,Wisconsin Electric Power Co.,89.44,58.91,106.79
99159,20169,Avista Corp.,72.22,45.09,65.6
02809,13214,Narragansett Electric Co.,136.93,127.63,150.98
31772,07140,Georgia Power Co.,76.3,54.04,88.77
56584,14232,Otter Tail Power Co.,64.49,50.72,74.26
28216,05416,Duke Power Co.,63.62,44.52,78.13
03590,15472,PSC of New Hampshire,136.75,128.88,151.42
59804,12825,"Clark Fork & Blackfoot, LLC",83.97,62.87,89.42
83427,14354,PacifiCorp.,59.39,40.36,69.43
41632,22053,Kentucky Power Co.,67.59,42.47,64.98
67490,12698,Aquila Inc.,68.63,52.06,84.81
06042,04176,Connecticut Light & Power Co.,148.18,124.12,174.86
33823,06455,Florida Power Corp.,95.25,83.1,117.91
20151,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
61430,09208,Illinois Power Co.,73.39,46.63,77.12
82701,19545,Black Hills Power Inc.,74.6,47.79,80.97
48469,05109,Detroit Edison Co.,85.32,59.4,102.07
49330,04254,Consumers Energy Co.,84.9,65.38,95.35
85742,24211,Tucson Electric Power Co.,103.76,65.74,90.9
10990,03249,Central Hudson Gas & Electric Corp.,101.2,76.59,128.26
10553,04226,Consolidated Edison Co. Of New York Inc.,183.69,168.22,209
53186,20847,Wisconsin Electric Power Co.,89.44,58.91,106.79
16746,20387,West Penn Power Co.,61.26,47.16,71.66
71660,00814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
06277,11804,Massachusetts Electric Co.,160.29,159.57,154.32
16509,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
54962,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
03448,26510,Granite State Electric Co.,106.11,104.12,125.3
26571,12796,Monongahela Power Co.,59.39,41.09,72.5
54412,20860,Wisconsin Public Service Corp.,76.39,46.96,108.51
77830,07806,"Entergy Gulf States, Inc.",100.28,76.33,110.31
18660,19390,"UGI Utilities, Inc.",90.78,75.54,94.85
85929,00803,Arizona Public Service Co.,87.13,61.11,98.47
35576,00195,Alabama Power Co.,81.85,49.23,89.32
31904,00195,Alabama Power Co.,81.85,49.23,89.32
44060,03755,Cleveland Electric Illuminating Co.,111.47,66.68,107.92
24570,00733,Appalachian Power Co.,52.6,36.59,58.52
99141,20169,Avista Corp.,72.22,45.09,65.6
78057,03278,AEP Texas Central Co.,0,0,0
85012,00803,Arizona Public Service Co.,87.13,61.11,98.47
32137,06452,Florida Power & Light Co.,106.06,88.71,119
42032,19436,Union Electric Co.,56.56,41.72,69.64
61087,04110,Commonwealth Edison Co.,76.48,55.66,86.59
57452,12819,Montana Dakota Utilities Co.,0,0,0
15017,05487,Duquesne Light Co.,88.77,83.03,104.34
01341,20455,Western Massachusetts Electric Co.,150.81,140.37,160.59
05906,03292,Central Vermont Public Service Corp.,117.59,81.45,129.78
16930,20387,West Penn Power Co.,61.26,47.16,71.66
14517,16183,Rochester Gas & Electric Corp.,112.31,81.74,117.07
64149,12698,Aquila Inc.,68.63,52.06,84.81
12577,03249,Central Hudson Gas & Electric Corp.,101.2,76.59,128.26
95687,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
16434,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
49450,04254,Consumers Energy Co.,84.9,65.38,95.35
85139,00803,Arizona Public Service Co.,87.13,61.11,98.47
66204,10000,Kansas City Power & Light Co.,60.27,46.48,71
18045,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
27834,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
48134,05109,Detroit Edison Co.,85.32,59.4,102.07
98374,15500,"Puget Sound Energy, Inc.",80.14,75.83,74.95
44314,13998,Ohio Edison Co.,100.63,59.53,104.78
92701,17609,Southern California Edison Co.,144.53,119.66,157.72
50317,12341,MidAmerican Energy Co.,65.04,40.61,86.15
61852,03253,Central Illinois Public Services Co.,63.43,39.23,72.64
65054,19436,Union Electric Co.,56.56,41.72,69.64
12009,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
91901,16609,San Diego Gas & Electric Co.,144.57,111.44,168.89
76384,20404,AEP Texas North Co.,0,0,0
30233,07140,Georgia Power Co.,76.3,54.04,88.77
40351,10171,Kentucky Utilities Co.,57.83,45.19,60.29
53511,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
44264,13998,Ohio Edison Co.,100.63,59.53,104.78
19539,12390,Metropolitan Edison Co.,82.19,64.62,93.56
30252,07140,Georgia Power Co.,76.3,54.04,88.77
65759,05860,Empire District Electric Co.,74.74,56.59,83.94
98380,15500,"Puget Sound Energy, Inc.",80.14,75.83,74.95
02129,11804,Massachusetts Electric Co.,160.29,159.57,154.32
34972,06455,Florida Power Corp.,95.25,83.1,117.91
96038,14354,PacifiCorp.,59.39,40.36,69.43
44072,03755,Cleveland Electric Illuminating Co.,111.47,66.68,107.92
56455,12647,"Minnesota Power, Inc.",62.41,41.45,70.69
12093,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
62919,10171,Kentucky Utilities Co.,57.83,45.19,60.29
05491,07601,Green Mountain Power Corp.,109.59,75.73,132.56
93634,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
33407,06452,Florida Power & Light Co.,106.06,88.71,119
10710,04226,Consolidated Edison Co. Of New York Inc.,183.69,168.22,209
51249,09162,Interstate Power & Light Co.,0,0,0
12521,03249,Central Hudson Gas & Electric Corp.,101.2,76.59,128.26
26273,12796,Monongahela Power Co.,59.39,41.09,72.5
64431,12341,MidAmerican Energy Co.,65.04,40.61,86.15
04430,11522,Maine Public Service Co.,0,0,0
13754,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
75157,A3483,Oncor Electric Delivery Co.,0,0,0
53057,20847,Wisconsin Electric Power Co.,89.44,58.91,106.79
14004,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
48362,05109,Detroit Edison Co.,85.32,59.4,102.07
48911,04254,Consumers Energy Co.,84.9,65.38,95.35
82335,14354,PacifiCorp.,59.39,40.36,69.43
57076,13781,Northern States Power Co.,69.79,57.42,89.95
55001,13780,Northern States Power Co. Wisconsin,72.11,53.77,92.67
23110,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
53042,20860,Wisconsin Public Service Corp.,76.39,46.96,108.51
84115,14354,PacifiCorp.,59.39,40.36,69.43
66604,22500,Westar Energy Inc.,0,0,0
03461,15472,PSC of New Hampshire,136.75,128.88,151.42
49878,05659,Edison Sault Electric Co.,66.21,52.34,73.56
72022,00814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
28043,05416,Duke Power Co.,63.62,44.52,78.13
14505,16183,Rochester Gas & Electric Corp.,112.31,81.74,117.07
49920,19578,Upper Peninsula Power Co.,115.43,73.07,137.87
62553,03253,Central Illinois Public Services Co.,63.43,39.23,72.64
18031,12390,Metropolitan Edison Co.,82.19,64.62,93.56
91016,17609,Southern California Edison Co.,144.53,119.66,157.72
98033,15500,"Puget Sound Energy, Inc.",80.14,75.83,74.95
60917,04110,Commonwealth Edison Co.,76.48,55.66,86.59
22937,00733,Appalachian Power Co.,52.6,36.59,58.52
70372,11241,"Entergy Louisiana, Inc.",93.77,63.43,92.2
23664,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
12451,03249,Central Hudson Gas & Electric Corp.,101.2,76.59,128.26
61774,03252,Central Illinois Light Co.,65.82,52,69.39
07068,09726,Jersey Central Power & Light Co.,121.26,113.99,126.4
14517,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
67431,22500,Westar Energy Inc.,0,0,0
53935,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
71368,11241,"Entergy Louisiana, Inc.",93.77,63.43,92.2
53090,20847,Wisconsin Electric Power Co.,89.44,58.91,106.79
61466,09208,Illinois Power Co.,73.39,46.63,77.12
22931,00733,Appalachian Power Co.,52.6,36.59,58.52
17033,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
22843,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
93501,17609,Southern California Edison Co.,144.53,119.66,157.72
46278,15470,"Duke Energy Indiana, Inc.",66.42,49.77,81.92
62258,09208,Illinois Power Co.,73.39,46.63,77.12
28634,05416,Duke Power Co.,63.62,44.52,78.13
61490,09208,Illinois Power Co.,73.39,46.63,77.12
07755,09726,Jersey Central Power & Light Co.,121.26,113.99,126.4
58650,12819,Montana Dakota Utilities Co.,0,0,0
49418,04254,Consumers Energy Co.,84.9,65.38,95.35
